# x,y,sigma
0.000000000000000000e+00,3.526078341561381446e+00,2.944493584892386440e-01
1.010101010101010083e-01,4.378020117829045432e+00,6.226884973244453114e-01
2.020202020202020166e-01,4.187803067297486415e+00,5.078301077252862505e-01
3.030303030303030387e-01,3.651206287478448331e+00,-2.665035789305047476e-01
4.040404040404040331e-01,3.993288872696783010e+00,3.849275475564074012e-01
5.050505050505050830e-01,3.595147594512255740e+00,1.087621347209053457e-01
6.060606060606060774e-01,4.238048368907318064e+00,2.269642343923076733e-01
7.070707070707070718e-01,4.732560044926167109e+00,6.069511512505046946e-01
8.080808080808080662e-01,3.781553003948985747e+00,3.025252010075253906e-01
9.090909090909090606e-01,3.883323106095271982e+00,1.792260776030328850e-01
1.010101010101010166e+00,4.578941093047818711e+00,1.021952676308057473e-01
1.111111111111111160e+00,4.608576708569286140e+00,5.494457273621704552e-01
1.212121212121212155e+00,4.457906568295388006e+00,1.660641574816625055e-01
1.313131313131313149e+00,4.217170005758103635e+00,4.200828883875843411e-01
1.414141414141414144e+00,4.831312842197400315e+00,4.614247148971650780e-01
1.515151515151515138e+00,4.541444263943845705e+00,1.790738994777800186e-01
1.616161616161616132e+00,4.418790235967218649e+00,4.301928948681643661e-01
1.717171717171717127e+00,3.856757398746561094e+00,3.382883047509518404e-01
1.818181818181818121e+00,4.598995519997668424e+00,2.912866237676449144e-01
1.919191919191919116e+00,5.354087782869428658e+00,2.599652328856988937e-01
2.020202020202020332e+00,5.064193618552873311e+00,2.173230324251899104e-01
2.121212121212121104e+00,4.383073137060454982e+00,3.244281442622538036e-01
2.222222222222222321e+00,5.082303200120573905e+00,6.148575139529810496e-01
2.323232323232323093e+00,4.917794265958558952e+00,-4.041333915881114014e-01
2.424242424242424310e+00,5.892440160257873316e+00,2.059478116049169305e-01
2.525252525252525082e+00,4.970182310227946765e+00,4.006698079533124179e-01
2.626262626262626299e+00,4.906819658076203794e+00,4.464546585674065149e-01
2.727272727272727071e+00,5.130508196959274514e+00,4.058696089933629403e-01
2.828282828282828287e+00,5.274544042374341934e+00,-9.170115573454989955e-02
2.929292929292929060e+00,4.886634896349059787e+00,2.921640657770530058e-02
